step,epoch,train_loss,train_acc,val_loss,val_acc,val_auc,learning_rate
10,1,0.6871617555618286,,,,,0.0005
20,2,0.5860806256532669,,,,,0.001
30,2,0.5083040637629372,,,,,0.0015
40,3,0.2975065056234598,,,,,0.002
50,4,0.13869903981685638,1.0,0.14290792346000672,0.9803921568627451,0.9982788296041308,0.0025
50,4,0.13869903981685638,,,,,0.0025
60,4,0.12150777690112591,,,,,0.003
70,5,0.05039867044736942,,,,,0.0034999999999999996
80,5,0.06573754968121648,,,,,0.004
90,6,0.039835178572684524,,,,,0.0045000000000000005
100,7,0.027015631552785635,1.0,0.047751820646226406,0.9869281045751634,0.9987951807228916,0.005
100,7,0.027015631552785635,,,,,0.005
110,7,0.02390247307318662,,,,,0.0055000000000000005
120,8,0.02485372222145088,,,,,0.006
130,9,0.0027797723887488246,,,,,0.006500000000000001
140,9,0.012077673571184278,,,,,0.006999999999999999
150,10,0.00825515779433772,1.0,0.054855900909751655,0.9869281045751634,0.998106712564544,0.0075
150,10,0.00825515779433772,,,,,0.0075
160,10,0.008969195507233962,,,,,0.008
170,11,0.004085239541018382,,,,,0.0085
180,12,0.012194895694847219,,,,,0.009000000000000001
190,12,0.006851055547096101,,,,,0.0095
200,13,0.001305173456785269,1.0,0.04416523748077452,0.9869281045751634,0.9991394148020655,0.01
200,13,0.001305173456785269,,,,,0.01
210,14,0.0006777881208108738,,,,,0.009999238475781956
220,14,0.005793139525242926,,,,,0.009996954135095479
230,15,0.0012920740506766986,,,,,0.009993147673772868
240,15,0.0012605852061824407,,,,,0.009987820251299122
250,16,0.0019300914849736729,1.0,0.04914249563589692,0.9934640522875817,0.9991394148020655,0.009980973490458728
250,16,0.0019300914849736729,,,,,0.009980973490458728
260,17,0.001022294964059256,,,,,0.009972609476841367
270,17,0.000675260486397227,,,,,0.00996273075820661
280,18,0.000653565866741701,,,,,0.009951340343707852
290,19,0.00024612520792288706,,,,,0.009938441702975689
300,19,0.0006697835948822709,1.0,0.06438240092247724,0.9869281045751634,0.9984509466437177,0.00992403876506104
300,19,0.0006697835948822709,,,,,0.00992403876506104
310,20,0.0003650931757874787,,,,,0.00990813591723832
320,20,0.0029677960201297537,,,,,0.009890738003669028
330,21,0.00026965717115672304,,,,,0.009871850323926177
340,22,0.0002196791974711232,,,,,0.009851478631379982
350,22,0.0007293858153778794,1.0,0.054594498628284784,0.9934640522875817,0.9989672977624785,0.009829629131445342
350,22,0.0007293858153778794,,,,,0.009829629131445342
360,23,0.00019259053624409717,,,,,0.009806308479691595
370,24,0.00018720560183282942,,,,,0.009781523779815178
380,24,0.00027743562289591256,,,,,0.009755282581475769
390,25,0.0008357686019735411,,,,,0.009727592877996585
400,25,0.000678646369578928,1.0,0.050886342441663145,0.9934640522875817,0.9993115318416523,0.009698463103929543
400,25,0.000678646369578928,,,,,0.009698463103929543
410,26,0.0028966371253773106,,,,,0.009667902132486009
420,27,0.00018748941874946468,,,,,0.009635919272833937
430,27,0.00048409538274946887,,,,,0.009602524267262203
440,28,0.0003576452218112536,,,,,0.009567727288213004
450,29,0.00010381999527453445,1.0,0.05093770083039999,0.9934640522875817,0.9993115318416523,0.009531538935183251
450,29,0.00010381999527453445,,,,,0.009531538935183251
460,29,0.0003400785917619942,,,,,0.009493970231495836
470,30,0.00016756811601226218,,,,,0.00945503262094184
480,30,0.0004370299789115961,,,,,0.009414737964294635
490,31,0.00019203584161004984,,,,,0.00937309853569698
500,32,0.0002288590658281464,1.0,0.06179742061649449,0.9869281045751634,0.9986230636833047,0.009330127018922194
500,32,0.0002288590658281464,,,,,0.009330127018922194
510,32,0.0001533693445838123,,,,,0.009285836503510562
520,33,0.00010277372166456189,,,,,0.00924024048078213
530,34,7.549550173280295e-05,,,,,0.009193352839727121
540,34,0.00010084019443941845,,,,,0.009145187862775208
550,35,8.805323280588102e-05,1.0,0.0600375224952586,0.9934640522875817,0.9989672977624785,0.00909576022144496
550,35,8.805323280588102e-05,,,,,0.00909576022144496
560,35,0.00013948375271866098,,,,,0.009045084971874737
570,36,0.0001374553088680841,,,,,0.008993177550236464
580,37,9.555838551023044e-05,,,,,0.008940053768033609
590,37,0.00012408024537892613,,,,,0.008885729807284855
600,38,0.00018533140610088594,1.0,0.05800094628357329,0.9934640522875817,0.9989672977624785,0.00883022221559489
600,38,0.00018533140610088594,,,,,0.00883022221559489
610,39,0.0001046324432536494,,,,,0.00877354790111386
620,39,0.00012879232569199908,,,,,0.008715724127386972
630,40,0.00010673450924514327,,,,,0.008656768508095852
640,40,0.00011051256819882838,,,,,0.008596699001693256
650,41,0.010387533050743514,0.99375,0.057307823287555945,0.9934640522875817,0.9989672977624785,0.008535533905932738
650,41,0.010387533050743514,,,,,0.008535533905932738
660,42,0.00016087156654975843,,,,,0.008473291852294987
670,42,0.00014693049784649963,,,,,0.008409991800312494
680,43,8.600345245213248e-05,,,,,0.008345653031794291
690,44,9.793517165235244e-05,,,,,0.008280295144952536
700,44,9.484671196939114e-05,1.0,0.06161689248983748,0.9934640522875817,0.9989672977624785,0.008213938048432696
700,44,9.484671196939114e-05,,,,,0.008213938048432696
710,45,0.0001660642543962846,,,,,0.008146601955249187
720,45,0.00013358376827454777,,,,,0.008078307376628291
730,46,8.139629280776717e-05,,,,,0.008009075115760243
740,47,8.689684818818932e-05,,,,,0.007938926261462366
750,47,0.0001026309736127067,1.0,0.06173352883779444,0.9934640522875817,0.9989672977624785,0.00786788218175523
750,47,0.0001026309736127067,,,,,0.00786788218175523
760,48,0.00016333919347744086,,,,,0.007795964517353734
770,49,7.587801883346401e-05,,,,,0.007723195175075136
780,49,8.136690333534109e-05,,,,,0.007649596321166025
790,50,8.975605548281844e-05,,,,,0.007575190374550272
800,50,0.00011119225518996245,1.0,0.06157390858861618,0.9934640522875817,0.9989672977624785,0.0075
800,50,0.00011119225518996245,,,,,0.0075
810,51,7.931936816021334e-05,,,,,0.007424048101231686
820,52,7.762435143376933e-05,,,,,0.007347357813929454
830,52,9.866741779010877e-05,,,,,0.007269952498697734
840,53,6.942215713934274e-05,,,,,0.007191855733945388
850,54,5.0174223360954784e-05,1.0,0.06603374862170312,0.9803921568627451,0.9987951807228915,0.007113091308703498
850,54,5.0174223360954784e-05,,,,,0.007113091308703498
860,54,8.962239341296178e-05,,,,,0.007033683215379002
870,55,0.0001049322381732054,,,,,0.006953655642446368
880,55,0.00010368840275987168,,,,,0.006873032967079561
890,56,6.283757866185625e-05,,,,,0.0067918397477265005
900,57,0.00014789545821258798,1.0,0.061923094635130835,0.9869281045751634,0.9987951807228915,0.006710100716628344
900,57,0.00014789545821258798,,,,,0.006710100716628344
910,57,8.558543153672613e-05,,,,,0.006627840772285783
920,58,7.658798631382524e-05,,,,,0.006545084971874737
930,59,6.722149555571377e-05,,,,,0.006461858523613684
940,59,6.434175429603783e-05,,,,,0.006378186779084995
950,60,7.551716407760978e-05,1.0,0.062137982621788976,0.9934640522875817,0.9989672977624785,0.006294095225512604
950,60,7.551716407760978e-05,,,,,0.006294095225512604
960,60,8.627049533060926e-05,,,,,0.0062096094779983384
970,61,0.00019463123244349844,,,,,0.006124755271719326
980,62,6.95063645252958e-05,,,,,0.006039558454088796
990,62,6.613926299386159e-05,,,,,0.005954044976882724
1000,63,0.0001888147612589819,1.0,0.06398818345041946,0.9934640522875817,0.9989672977624785,0.005868240888334653
1000,63,0.0001888147612589819,,,,,0.005868240888334653
1010,64,7.192835619207472e-05,,,,,0.0057821723252011546
