step,epoch,train_loss,train_acc,val_loss,val_acc,val_auc,learning_rate
10,1,0.6861245393753052,,,,,0.0005
20,2,0.5663378238677979,,,,,0.001
30,2,0.5012914687395096,,,,,0.0015
40,3,0.28758921287953854,,,,,0.002
50,4,0.13523715361952782,1.0,0.14571026414632798,0.9607843137254902,0.9960413080895009,0.0025
50,4,0.13523715361952782,,,,,0.0025
60,4,0.17627408976356188,,,,,0.003
70,5,0.13133879440526167,,,,,0.0034999999999999996
80,5,0.14658518065698445,,,,,0.004
90,6,0.09570554159581661,,,,,0.0045000000000000005
100,7,0.08855518512427807,0.96875,0.09519041031599045,0.9477124183006536,0.9943201376936317,0.005
100,7,0.08855518512427807,,,,,0.005
110,7,0.05643974730212774,,,,,0.0055000000000000005
120,8,0.046660803171107545,,,,,0.006
130,9,0.01409877766855061,,,,,0.006500000000000001
140,9,0.05336672571138479,,,,,0.006999999999999999
150,10,0.07071394193917513,0.96875,0.08855490610003472,0.954248366013072,0.995869191049914,0.0075
150,10,0.07071394193917513,,,,,0.0075
160,10,0.047166572367132176,,,,,0.008
170,11,0.03537323766504415,,,,,0.0085
180,12,0.04864461638499051,,,,,0.009000000000000001
190,12,0.03221072710584849,,,,,0.0095
200,13,0.027744525257730857,0.9921875,0.10793104507029057,0.9477124183006536,0.9936316695352839,0.01
200,13,0.027744525257730857,,,,,0.01
210,14,0.1952789327915525,,,,,0.009999238475781956
220,14,0.06823454001520683,,,,,0.009996954135095479
230,15,0.012027108983602375,,,,,0.009993147673772868
240,15,0.026047945397294825,,,,,0.009987820251299122
250,16,0.02629496544250287,0.99375,0.11985451523214578,0.954248366013072,0.9929432013769364,0.009980973490458728
250,16,0.02629496544250287,,,,,0.009980973490458728
260,17,0.0034954216971527785,,,,,0.009972609476841367
270,17,0.00957138286737193,,,,,0.00996273075820661
280,18,0.002439121259158128,,,,,0.009951340343707852
290,19,0.00047037165495567024,,,,,0.009938441702975689
300,19,0.019733107796734355,0.9947916666666666,0.12375152362510562,0.9607843137254902,0.9939759036144578,0.00992403876506104
300,19,0.019733107796734355,,,,,0.00992403876506104
310,20,0.01049901109217899,,,,,0.00990813591723832
320,20,0.004852161777080255,,,,,0.009890738003669028
330,21,0.008946890078368597,,,,,0.009871850323926177
340,22,0.023395316618916695,,,,,0.009851478631379982
350,22,0.008825369259804055,0.9955357142857143,0.11031088093295693,0.954248366013072,0.995697074010327,0.009829629131445342
350,22,0.008825369259804055,,,,,0.009829629131445342
360,23,0.03453087236675856,,,,,0.009806308479691595
370,24,0.012486236162658315,,,,,0.009781523779815178
380,24,0.007743199336497734,,,,,0.009755282581475769
390,25,0.0024053286397247575,,,,,0.009727592877996585
400,25,0.005026181572333144,1.0,0.1169494504109025,0.9607843137254902,0.9948364888123924,0.009698463103929543
