step,epoch,train_loss,train_acc,val_loss,val_acc,val_auc,learning_rate
10,1,0.6811115384101868,,,,,0.0005
20,2,0.4898642227053642,,,,,0.001
30,2,0.37887610495090485,,,,,0.0015
40,3,0.13704721722751856,,,,,0.002
50,4,0.04378833435475826,1.0,0.07205966673791409,0.9803921568627451,0.9984509466437177,0.0025
50,4,0.04378833435475826,,,,,0.0025
60,4,0.06191496488948663,,,,,0.003
70,5,0.02275645888100068,,,,,0.0034999999999999996
80,5,0.03453094506403431,,,,,0.004
90,6,0.06050979779101908,,,,,0.0045000000000000005
100,7,0.019967495813034475,1.0,0.043639039434492585,0.9869281045751634,0.9993115318416523,0.005
100,7,0.019967495813034475,,,,,0.005
110,7,0.01154355941772727,,,,,0.0055000000000000005
120,8,0.005432663099782076,,,,,0.006
130,9,0.014812774141319096,,,,,0.006500000000000001
140,9,0.007889101519443406,,,,,0.006999999999999999
150,10,0.009443504803736383,1.0,0.04432329218834639,0.9869281045751634,0.9994836488812392,0.0075
150,10,0.009443504803736383,,,,,0.0075
160,10,0.006981950326007791,,,,,0.008
170,11,0.021098274389805736,,,,,0.0085
180,12,0.004933461576001719,,,,,0.009000000000000001
190,12,0.004477707360430421,,,,,0.0095
200,13,0.009860045081950375,0.9921875,0.043640532763674855,0.9869281045751634,0.9996557659208262,0.01
200,13,0.009860045081950375,,,,,0.01
210,14,0.0005577351039391942,,,,,0.009999238475781956
220,14,0.0019584259255983247,,,,,0.009996954135095479
230,15,0.0003113438603274214,,,,,0.009993147673772868
240,15,0.0015117460861802101,,,,,0.009987820251299122
250,16,0.015112783081713132,0.99375,0.04018321088515222,0.9869281045751634,0.9993115318416523,0.009980973490458728
250,16,0.015112783081713132,,,,,0.009980973490458728
260,17,0.0001480025784985628,,,,,0.009972609476841367
270,17,0.0009159601709792956,,,,,0.00996273075820661
280,18,0.026939832489915716,,,,,0.009951340343707852
290,19,0.0003113072016276419,,,,,0.009938441702975689
300,19,0.0003881038886296058,1.0,0.05085684505756945,0.9869281045751634,0.9994836488812393,0.00992403876506104
300,19,0.0003881038886296058,,,,,0.00992403876506104
310,20,0.0005398063221946359,,,,,0.00990813591723832
320,20,0.00046783042239439965,,,,,0.009890738003669028
330,21,0.0003148067720758263,,,,,0.009871850323926177
340,22,0.00023895703270682134,,,,,0.009851478631379982
350,22,0.0003990993936895393,1.0,0.044147140253335236,0.9869281045751634,0.9993115318416523,0.009829629131445342
350,22,0.0003990993936895393,,,,,0.009829629131445342
360,23,0.0003932750328203838,,,,,0.009806308479691595
370,24,0.0013465829251799732,,,,,0.009781523779815178
380,24,0.0036122462206549244,,,,,0.009755282581475769
390,25,0.00029643923274610035,,,,,0.009727592877996585
400,25,0.00033639520370343234,1.0,0.04738510004244745,0.9869281045751634,0.9994836488812392,0.009698463103929543
400,25,0.00033639520370343234,,,,,0.009698463103929543
410,26,0.011371838799823309,,,,,0.009667902132486009
420,27,0.016794923198176548,,,,,0.009635919272833937
430,27,0.004899848660638132,,,,,0.009602524267262203
440,28,0.0009045906758728961,,,,,0.009567727288213004
450,29,8.35357786854729e-05,1.0,0.04900890015996993,0.9869281045751634,0.9996557659208262,0.009531538935183251
450,29,8.35357786854729e-05,,,,,0.009531538935183251
460,29,0.0002827877325823162,,,,,0.009493970231495836
470,30,0.008381660096044167,,,,,0.00945503262094184
480,30,0.0034278936795431036,,,,,0.009414737964294635
490,31,0.00014833284676569748,,,,,0.00937309853569698
500,32,9.275453567170189e-05,1.0,0.03755897097289562,0.9869281045751634,0.9996557659208262,0.009330127018922194
500,32,9.275453567170189e-05,,,,,0.009330127018922194
510,32,0.00336159120940595,,,,,0.009285836503510562
520,33,0.00012449690370885946,,,,,0.00924024048078213
530,34,4.223048563289922e-05,,,,,0.009193352839727121
540,34,0.001769269951410024,,,,,0.009145187862775208
550,35,0.0004519496969805914,1.0,0.027054127538576722,0.9869281045751634,0.9998278829604131,0.00909576022144496
550,35,0.0004519496969805914,,,,,0.00909576022144496
560,35,0.0002235342060430412,,,,,0.009045084971874737
570,36,0.00044711938626278424,,,,,0.008993177550236464
580,37,0.0005452065806821338,,,,,0.008940053768033609
590,37,0.00023107534467011907,,,,,0.008885729807284855
600,38,0.0009171321547682965,1.0,0.03135816557332873,0.9869281045751634,0.9998278829604131,0.00883022221559489
600,38,0.0009171321547682965,,,,,0.00883022221559489
610,39,4.847958007303532e-05,,,,,0.00877354790111386
620,39,8.088881228710913e-05,,,,,0.008715724127386972
630,40,0.0014096102989545518,,,,,0.008656768508095852
640,40,0.000583030494567538,,,,,0.008596699001693256
650,41,6.22644884060719e-05,1.0,0.04140639309771359,0.9869281045751634,0.9998278829604131,0.008535533905932738
650,41,6.22644884060719e-05,,,,,0.008535533905932738
660,42,0.00047167841057671467,,,,,0.008473291852294987
670,42,0.00275490236098059,,,,,0.008409991800312494
680,43,0.000293025227790622,,,,,0.008345653031794291
690,44,3.269285616624984e-05,,,,,0.008280295144952536
700,44,6.755189466881954e-05,1.0,0.03725916859693825,0.9869281045751634,0.9994836488812392,0.008213938048432696
700,44,6.755189466881954e-05,,,,,0.008213938048432696
710,45,2.4760442556726048e-05,,,,,0.008146601955249187
720,45,4.325862903442612e-05,,,,,0.008078307376628291
730,46,7.407019274978666e-05,,,,,0.008009075115760243
740,47,0.00013660434092344076,,,,,0.007938926261462366
750,47,8.5175167831559e-05,1.0,0.043475227896124125,0.9869281045751634,0.9994836488812392,0.00786788218175523
750,47,8.5175167831559e-05,,,,,0.00786788218175523
760,48,0.00010001684836424829,,,,,0.007795964517353734
770,49,0.00018227939290227368,,,,,0.007723195175075136
780,49,7.047198694939046e-05,,,,,0.007649596321166025
790,50,0.0002276427455475035,,,,,0.007575190374550272
800,50,0.00013671040336760143,1.0,0.04780062441714108,0.9869281045751634,0.9993115318416523,0.0075
800,50,0.00013671040336760143,,,,,0.0075
810,51,0.0004632837489225494,,,,,0.007424048101231686
820,52,0.001008850773132508,,,,,0.007347357813929454
830,52,0.0009307243448607291,,,,,0.007269952498697734
840,53,8.838604139782547e-05,,,,,0.007191855733945388
850,54,1.071003907782142e-05,1.0,0.03920983131974935,0.9869281045751634,0.9996557659208262,0.007113091308703498
850,54,1.071003907782142e-05,,,,,0.007113091308703498
860,54,5.203029945732851e-05,,,,,0.007033683215379002
870,55,1.556902793709014e-05,,,,,0.006953655642446368
880,55,4.779103730356837e-05,,,,,0.006873032967079561
890,56,1.967141658951732e-05,,,,,0.0067918397477265005
900,57,5.0358436737951706e-05,1.0,0.037622657045722006,0.9869281045751634,0.9996557659208262,0.006710100716628344
900,57,5.0358436737951706e-05,,,,,0.006710100716628344
910,57,3.5751998796383434e-05,,,,,0.006627840772285783
920,58,7.221912221666571e-05,,,,,0.006545084971874737
930,59,6.240577522476087e-05,,,,,0.006461858523613684
940,59,0.00025411672434453675,,,,,0.006378186779084995
950,60,0.0038271545610844746,1.0,0.038237158115953206,0.9869281045751634,0.9996557659208262,0.006294095225512604
950,60,0.0038271545610844746,,,,,0.006294095225512604
960,60,0.0016734139438341344,,,,,0.0062096094779983384
970,61,8.434996784671967e-05,,,,,0.006124755271719326
980,62,1.568771483562159e-05,,,,,0.006039558454088796
990,62,4.066727035478834e-05,,,,,0.005954044976882724
1000,63,0.0004504818738269023,1.0,0.049027334828861055,0.9869281045751634,0.9996557659208262,0.005868240888334653
1000,63,0.0004504818738269023,,,,,0.005868240888334653
1010,64,7.69266375755251e-06,,,,,0.0057821723252011546
1020,64,2.809082028913205e-05,,,,,0.005695865504800327
